t,ax,ay,az,vl,vm,vn
22943.0,0.0266,0.0063,1.0121,4.0894,-4.2725,-2.1362
22953.0,0.026,0.0059,1.0126,3.9673,-4.2725,-2.0142
22962.0,0.0267,0.0076,1.0143,3.9673,-4.2725,-1.9531
22972.0,0.0259,0.0078,1.0116,4.0283,-4.2725,-2.0142
22982.0,0.0256,0.0074,1.0114,4.0283,-4.1504,-1.8311
22992.0,0.0249,0.0094,1.0139,4.0283,-4.0894,-1.8921
23001.0,0.0264,0.0093,1.0126,3.9062,-4.0894,-1.8921
23011.0,0.0243,0.0103,1.0128,3.8452,-4.0894,-1.77
23021.0,0.0259,0.0085,1.0117,3.9062,-4.1504,-1.8311
23030.0,0.0272,0.0066,1.0111,3.9062,-4.1504,-1.8921
23040.0,0.0265,0.0068,1.0139,3.9673,-4.2114,-2.0142
23050.0,0.0266,0.0076,1.0116,3.9673,-4.1504,-2.0142
23060.0,0.0269,0.0083,1.0117,3.9673,-4.0283,-1.8921
23069.0,0.0656,-0.0542,1.0127,4.0283,-4.0894,-1.4038
23079.0,0.0109,0.01,1.0118,3.7842,-4.0283,0.1221
23089.0,0.0227,0.004,1.0122,3.6621,-4.0283,-2.5635
23098.0,0.0248,-0.0062,1.0149,3.7842,-4.1504,-2.8687
23108.0,0.0304,-0.0239,1.0115,3.8452,-4.2725,-3.3569
23118.0,0.028,-0.0193,1.0132,3.8452,-4.3945,-3.9673
23128.0,0.0238,-0.0077,1.012,3.7842,-4.3335,-4.3335
23137.0,0.0349,-0.0907,1.019,3.8452,-4.0894,-4.3945
23147.0,0.0267,-0.0841,1.0127,4.2725,-3.9673,3.6011
23157.0,0.0323,-0.0004,1.007,4.0283,-4.2725,2.1362
23166.0,0.0249,-0.0161,1.0156,3.7231,-3.9673,0.3662
23176.0,0.026,-0.0338,1.0144,3.9673,-3.8452,1.709
23186.0,0.0283,-0.0356,1.0122,4.0894,-4.2725,2.5024
23195.0,0.0226,-0.0341,1.0129,4.0894,-4.2725,2.3804
23205.0,0.0314,-0.0486,1.0139,3.9062,-4.0283,0.6714
23215.0,0.0199,-0.0319,1.0101,3.9062,-4.0894,-0.5493
23225.0,0.0216,-0.0233,1.0087,3.9673,-4.2114,-0.4272
23234.0,0.0183,-0.033,1.0117,3.9062,-4.0283,-0.4883
23244.0,0.0188,-0.0424,1.0145,3.9673,-4.2114,-0.4272
23254.0,0.0192,-0.0377,1.0116,3.9062,-4.2725,-0.4272
23263.0,0.0181,-0.0323,1.0142,3.8452,-4.2725,-0.9766
23273.0,0.0183,-0.0278,1.0111,3.6621,-4.2725,-1.6479
23283.0,0.0162,-0.0194,1.0139,3.7231,-4.0894,-2.1362
23293.0,0.0198,-0.02,1.0146,3.7231,-4.0894,-2.2583
23303.0,0.0172,-0.0199,1.0131,3.6621,-4.0894,-2.5024
23312.0,0.0289,-0.0247,1.0099,3.7231,-4.0894,-2.5024
23322.0,0.0271,-0.0219,1.0125,3.7231,-4.0894,-2.1973
23332.0,0.0339,-0.0232,1.0115,3.7842,-4.2114,-1.9531
23341.0,0.0321,-0.0156,1.0118,3.7842,-4.2725,-1.709
23351.0,0.0292,-0.0243,1.0126,3.7231,-4.2725,-0.7324
23361.0,0.0302,-0.0155,1.0123,3.6011,-4.2725,0.0
23371.0,0.027,-0.033,1.0137,3.6011,-4.1504,1.0376
23380.0,0.0352,-0.0333,1.0107,3.54,-4.3335,2.5635
23390.0,0.0237,-0.0261,1.0111,3.479,-4.3335,2.6245
23400.0,0.0264,-0.0427,1.0157,3.418,-4.2114,1.4648
23409.0,0.0219,-0.02,1.012,3.3569,-4.2725,-0.9766
23419.0,0.0245,-0.016,1.0123,3.2349,-3.9673,-3.1128
23429.0,0.025,-0.0259,1.011,3.1738,-4.2114,-5.5542
23438.0,0.0155,-0.02,1.0132,3.1738,-4.1504,-7.5684
23448.0,0.0214,-0.0148,1.0096,3.1128,-4.2114,-8.0566
23458.0,0.0137,-0.0319,1.0153,2.9297,-4.2725,-7.6294
23468.0,0.0204,-0.0383,1.0153,2.9297,-4.4556,-6.6528
23477.0,0.0197,-0.0399,1.0114,3.2349,-4.3335,-5.4321
23487.0,0.0226,-0.0413,1.0115,2.8687,-4.3335,-3.9673
23497.0,0.0165,-0.0485,1.0117,2.8076,-4.3335,-3.3569
23507.0,0.0156,-0.0168,1.0116,2.6245,-4.1504,-4.3335
23516.0,0.0167,0.0012,1.0125,2.6855,-4.2114,-4.8218
23526.0,0.0161,0.0024,1.0071,2.5635,-4.3335,-5.0049
23536.0,0.0249,-0.0098,1.0106,2.6245,-4.0894,-5.0049
23545.0,0.0283,-0.001,1.0083,2.5635,-4.0283,-5.9814
23555.0,0.0238,-0.0106,1.0114,2.9907,-4.0283,-6.7749
23565.0,0.0271,-0.0153,1.0151,2.9297,-3.9062,-6.7749
23575.0,0.0209,-0.0248,1.0127,2.9297,-4.0283,-6.5308
23584.0,0.0244,-0.028,1.0149,3.2349,-4.2114,-6.3477
23594.0,0.0294,-0.0272,1.0146,3.1738,-4.2725,-5.3101
23604.0,0.0284,0.0006,1.011,3.2349,-4.0894,-5.127
23614.0,0.0288,0.0155,1.0114,3.1128,-4.0283,-4.1504
23623.0,0.0269,0.0093,1.0153,3.0518,-3.9673,-1.709
23633.0,0.0283,-0.0031,1.0131,3.479,-3.9673,0.8545
23643.0,0.0242,-0.0287,1.0133,3.479,-4.2114,1.9531
23652.0,0.038,-0.0284,1.0133,3.1738,-4.0894,1.4648
23662.0,0.0229,-0.0183,1.0126,3.2349,-4.0894,0.4272
23672.0,0.0288,0.0131,1.0132,3.1738,-4.1504,-0.9766
23682.0,0.0295,0.0001,1.0134,3.2349,-4.3335,-1.709
23691.0,0.0309,-0.005,1.0106,3.418,-4.2725,-1.5869
23701.0,0.0422,-0.0068,1.0127,3.6621,-4.1504,-1.6479
23711.0,0.0388,-0.0123,1.0127,3.54,-4.0894,-1.4648
23720.0,0.0337,-0.0217,1.0133,3.7231,-4.1504,-1.4648
23730.0,0.0394,-0.0205,1.012,3.6621,-4.0894,-2.0752
23740.0,0.0345,-0.0356,1.0095,3.479,-4.1504,-2.4414
23750.0,0.0314,-0.0175,1.011,3.6621,-4.2114,-3.418
23759.0,0.0215,-0.0013,1.0109,3.9673,-4.3335,-4.2725
23769.0,0.0254,0.0321,1.0139,4.0894,-4.2114,-4.3335
23779.0,0.0192,0.0178,1.0116,3.8452,-4.0283,-3.7842
23788.0,0.0273,0.0248,1.0122,3.54,-4.1504,-3.7842
23798.0,0.0225,0.0139,1.012,3.9062,-4.1504,-4.0894
23808.0,0.019,0.0167,1.0121,3.7231,-4.0894,-4.1504
23817.0,0.0229,0.0132,1.0109,3.6011,-3.9062,-4.5776
23827.0,0.0182,-0.0005,1.0118,3.8452,-3.8452,-4.9438
23837.0,0.0276,-0.0116,1.011,3.8452,-4.0283,-5.0049
23847.0,0.0187,-0.0032,1.0125,3.9673,-4.1504,-4.4556
23856.0,0.0228,-0.0156,1.0116,3.8452,-4.2114,-3.418
23866.0,0.0255,-0.0034,1.0137,3.7231,-4.2725,-1.9531
23876.0,0.0243,0.0219,1.0122,3.8452,-4.0283,-0.7935
23885.0,0.0177,0.0388,1.0111,4.2114,-4.0894,0.2441
23895.0,0.0171,0.0419,1.0126,4.0894,-4.2114,0.1831
23905.0,0.0179,0.0471,1.0129,4.1504,-4.2725,-1.4648
23915.0,0.0182,0.0323,1.0127,4.0894,-4.0894,-1.5869
23924.0,0.0283,0.0121,1.0126,4.0894,-4.0894,-1.2207
23934.0,0.0359,0.0201,1.0116,3.9673,-4.2114,-2.0142
23944.0,0.0303,0.0085,1.0122,4.0894,-4.1504,-2.4414
23954.0,0.0343,-0.0062,1.0121,4.1504,-4.2114,-2.3804
23963.0,0.0358,0.0034,1.012,4.0894,-4.1504,-2.3804
23973.0,0.0372,0.0026,1.0125,4.0283,-4.0283,-2.3193
23983.0,0.0337,0.0081,1.0087,4.0894,-4.0283,-2.0752
23992.0,0.0376,0.0138,1.0103,4.1504,-4.1504,-1.8921
24002.0,0.0328,0.0142,1.0114,4.0283,-4.0894,-2.4414
24012.0,0.0267,0.0135,1.0109,4.0894,-4.3945,-2.6245
24022.0,0.0238,0.0195,1.0121,4.1504,-4.3945,-3.0518
24031.0,0.0215,0.0273,1.0142,4.1504,-4.2725,-3.479
24041.0,0.0277,0.0134,1.0146,4.3945,-4.2725,-3.7842
24051.0,0.0176,0.0098,1.0107,4.3945,-4.2114,-4.0894
24060.0,0.0223,0.0103,1.0109,4.2725,-4.2725,-4.4556
24070.0,0.0226,0.0127,1.0105,4.2114,-4.0894,-4.9438
24080.0,0.0278,-0.0024,1.0114,4.3335,-3.9673,-4.8828
24090.0,0.0243,0.0001,1.0114,4.2725,-3.9673,-4.3335
24099.0,0.0277,-0.0087,1.012,4.1504,-4.0283,-3.9062
24109.0,0.0305,-0.0074,1.0121,4.3945,-4.2114,-3.9062
24119.0,0.03,-0.0087,1.0111,4.2725,-4.2725,-4.6997
24129.0,0.0332,-0.0089,1.0096,3.9062,-4.3335,-5.127
24138.0,0.0227,-0.0125,1.0107,3.9673,-4.3945,-4.8218
24148.0,0.0266,0.0007,1.011,3.7231,-4.3335,-4.9438
24158.0,0.0197,0.0133,1.0114,3.9062,-4.2114,-5.188
24167.0,0.0236,0.0155,1.0121,3.8452,-4.2725,-5.188
24177.0,0.0249,0.0015,1.0117,3.9673,-4.2114,-5.188
24187.0,0.0304,0.012,1.0103,3.9673,-4.3945,-5.8594
24197.0,0.0211,0.0166,1.0148,3.7842,-4.2725,-5.6152
24206.0,0.0314,0.0116,1.0129,3.7842,-4.2725,-5.188
24216.0,0.035,0.0156,1.0123,3.8452,-4.2725,-4.5776
24226.0,0.0259,0.0032,1.0112,3.6621,-4.3335,-4.3335
24236.0,0.0281,-0.0057,1.0114,3.6011,-4.3945,-3.6621
24245.0,0.0297,-0.0118,1.0099,3.6621,-4.3945,-3.2349
24255.0,0.0315,-0.007,1.0085,3.479,-4.3335,-3.6621
24265.0,0.0242,-0.0011,1.0134,3.54,-4.1504,-4.5776
24274.0,0.0349,0.0028,1.0129,3.6621,-4.3335,-5.3101
24284.0,0.0245,0.0005,1.0114,3.6621,-4.6387,-5.4321
24294.0,0.0247,0.0117,1.0098,3.7842,-4.5166,-5.9204
24303.0,0.0312,0.0066,1.0123,3.418,-4.4556,-5.6763
24313.0,0.0193,0.0094,1.0127,3.6011,-4.4556,-5.6152
24323.0,0.0269,0.0198,1.0123,3.6011,-4.2725,-5.6763
24332.0,0.0265,0.0232,1.0127,3.54,-4.0283,-5.7983
24342.0,0.0227,0.0223,1.0104,3.6621,-4.2114,-5.7983
24352.0,0.0261,0.0206,1.0121,3.6011,-4.2114,-5.3711
24362.0,0.0233,0.0089,1.016,3.7842,-4.2114,-5.0049
24371.0,0.0259,0.0165,1.0105,3.8452,-4.2725,-4.6387
24381.0,0.0259,0.0206,1.0116,3.7231,-4.3335,-3.9062
24391.0,0.0283,0.0378,1.0094,3.9062,-4.2725,-3.2349
24401.0,0.0215,0.0253,1.0122,3.8452,-4.2114,-2.9297
24410.0,0.0266,0.02,1.0111,3.9673,-4.2725,-2.4414
24420.0,0.0223,0.0206,1.0115,4.0283,-4.2114,-1.2817
24430.0,0.0228,0.0057,1.0117,3.8452,-4.2114,-0.2441
24440.0,0.0255,0.0114,1.0121,3.9062,-4.1504,-0.1221
24449.0,0.0121,0.0223,1.0114,3.8452,-4.1504,-0.4883
24459.0,0.0258,0.0239,1.01,3.8452,-4.2114,-0.6104
24469.0,0.0168,0.0292,1.0122,3.9062,-4.1504,-1.4648
24478.0,0.0345,0.0382,1.0089,3.9673,-4.3335,-2.1973
24488.0,0.0256,0.0402,1.0137,3.9062,-4.2114,-2.4414
24498.0,0.0358,0.0363,1.0116,3.9673,-4.0894,-2.1362
24508.0,0.0337,0.0341,1.0126,3.9673,-4.2725,-2.0142
24517.0,0.0442,0.0287,1.0106,4.0894,-4.4556,-2.2583
24527.0,0.0302,0.0249,1.0107,4.0894,-4.3945,-2.5024
24537.0,0.0269,0.0111,1.0106,4.1504,-4.3335,-2.6855
24547.0,0.0289,0.0027,1.01,4.1504,-4.3335,-2.9297
24556.0,0.026,-0.0024,1.0105,3.9062,-4.2725,-3.6011
24566.0,0.0216,-0.0173,1.0115,3.9062,-4.4556,-4.1504
24576.0,0.0265,-0.0048,1.0095,3.9673,-4.4556,-4.8218
24585.0,0.0262,0.0066,1.0085,3.7231,-4.2114,-4.5166
24595.0,0.0316,0.0135,1.009,3.6621,-4.2725,-4.4556
24605.0,0.033,0.0204,1.0081,3.6011,-4.2114,-5.127
24614.0,0.0216,0.0201,1.0135,3.8452,-4.3335,-5.0049
24624.0,0.0153,0.0103,1.01,3.7842,-4.3335,-4.4556
24634.0,0.0203,0.004,1.01,3.7231,-4.3335,-4.0283
24644.0,0.0183,0.0114,1.009,3.9062,-4.3335,-3.54
24653.0,0.03,0.0032,1.0084,3.9062,-4.2114,-2.8687
24663.0,0.0278,0.0128,1.0103,3.8452,-4.2114,-3.2349
24673.0,0.0198,0.0156,1.0109,3.7842,-4.1504,-3.7842
24682.0,0.0254,0.0125,1.0098,3.9062,-4.0894,-3.2349
24692.0,0.0349,-0.0028,1.0115,3.9062,-4.0894,-3.54
24702.0,0.0273,0.0103,1.0107,3.9062,-4.0894,-3.3569
24712.0,0.0319,0.0095,1.0118,3.8452,-4.1504,-3.6011
24721.0,0.0234,0.0072,1.0095,3.9062,-4.2725,-3.7842
24731.0,0.0216,0.0054,1.0092,3.9673,-4.3335,-4.0894
24741.0,0.0211,0.0055,1.0111,3.9062,-4.2114,-4.0283
24750.0,0.0225,0.0065,1.0084,3.7842,-4.0894,-3.9062
24760.0,0.0308,0.0007,1.0079,3.7842,-4.1504,-3.9062
24770.0,0.0172,0.0126,1.0088,3.7842,-4.0283,-3.8452
24780.0,0.0248,-0.0002,1.012,3.8452,-3.9673,-3.1128
24790.0,0.0248,0.0043,1.0128,3.8452,-4.0894,-2.1973
24799.0,0.0258,0.0151,1.0149,3.7842,-4.1504,-1.6479
24809.0,0.0303,0.0107,1.0111,3.8452,-4.1504,-0.3662
24818.0,0.0354,-0.0021,1.0096,4.0283,-4.2725,0.4883
24828.0,0.0294,0.0062,1.0125,3.8452,-4.3335,0.5493
24838.0,0.0258,0.0011,1.0092,3.9062,-4.3945,0.7324
24847.0,0.0345,0.0106,1.0096,3.8452,-4.2114,0.4883
24857.0,0.0249,0.021,1.0095,3.8452,-4.2114,-0.6714
24867.0,0.03,0.0148,1.0118,3.9062,-4.2114,-1.8311
24877.0,0.028,0.0099,1.0118,3.9062,-4.0894,-2.1973
24887.0,0.0281,0.0029,1.0143,4.0894,-4.2114,-1.4038
24896.0,0.0352,0.0066,1.0105,3.9673,-4.2725,-1.5869
24906.0,0.0327,-0.002,1.0095,4.0283,-4.0894,-2.0142
24916.0,0.0342,-0.0078,1.0116,4.1504,-4.1504,-2.1973
24925.0,0.0287,0.0048,1.0107,4.1504,-4.2114,-2.8687
24935.0,0.0316,0.0078,1.0132,4.1504,-4.1504,-3.0518
24945.0,0.0214,0.0049,1.01,3.9673,-4.2725,-3.6621
24955.0,0.026,-0.009,1.0117,3.9673,-4.2114,-4.0894
24964.0,0.0289,-0.0096,1.0117,4.0894,-4.2725,-4.8828
24974.0,0.0183,0.002,1.0132,4.1504,-4.2725,-5.7983
24984.0,0.0265,0.0057,1.0112,4.0283,-4.1504,-5.4932
24993.0,0.024,0.0197,1.0104,4.0283,-4.1504,-5.4932
25003.0,0.0348,0.0245,1.0105,3.9673,-4.0894,-4.9438
25013.0,0.0317,0.0092,1.0107,3.8452,-4.0283,-4.5166
25022.0,0.0303,0.0038,1.0134,3.9062,-4.0283,-4.6997
25032.0,0.0275,0.0081,1.0106,3.9673,-4.0894,-5.0049
25042.0,0.0223,0.0342,1.0117,4.0283,-4.0894,-5.5542
25052.0,0.0249,0.0112,1.0107,3.9062,-3.9062,-5.188
25061.0,0.0261,0.0127,1.0128,3.7842,-4.0894,-5.0659
25071.0,0.0266,0.0107,1.0109,3.8452,-4.0894,-5.0659
25081.0,0.0286,0.0209,1.0128,3.9062,-4.1504,-4.6997
25091.0,0.0289,0.0145,1.011,3.7842,-4.2114,-3.8452
25100.0,0.0277,0.027,1.0122,4.0283,-4.2114,-3.6011
25110.0,0.0189,0.0073,1.0135,4.0894,-4.1504,-3.8452
25120.0,0.027,0.016,1.0103,4.0894,-4.2114,-3.6011
25129.0,0.0291,0.0157,1.0114,4.1504,-4.2725,-3.54
25139.0,0.0275,0.0249,1.012,4.1504,-4.2114,-3.1738
25149.0,0.0312,0.0222,1.0103,4.0894,-4.2114,-2.9297
25158.0,0.0291,0.0266,1.0126,3.9673,-4.2114,-2.8687
25169.0,0.0217,0.0255,1.0106,3.9673,-4.0283,-2.6855
25178.0,0.0226,0.0103,1.0139,4.0283,-3.9673,-2.4414
25188.0,0.0231,0.0183,1.0112,4.2114,-4.1504,-2.5024
25198.0,0.0227,0.0227,1.0092,4.0283,-3.9673,-2.6245
25207.0,0.0261,0.0179,1.0107,3.9062,-3.9062,-2.3804
25217.0,0.0303,0.0055,1.01,3.9673,-4.0894,-2.2583
25227.0,0.0309,0.0182,1.0121,4.0283,-4.0894,-2.1362
25236.0,0.0287,0.0145,1.0128,4.0283,-4.0283,-2.1973
25246.0,0.0266,0.0145,1.0111,3.9673,-4.1504,-1.9531
25256.0,0.0303,0.0132,1.0092,4.0894,-4.0894,-1.8921
25266.0,0.0261,0.0082,1.0135,4.2114,-4.0283,-1.3428
25275.0,0.0277,0.0122,1.0122,4.1504,-4.0894,-1.0376
25285.0,0.0281,0.0095,1.0131,4.0894,-4.1504,-1.0376
25295.0,0.0287,0.0072,1.0111,3.9673,-4.2114,-1.0376
25304.0,0.0258,0.0159,1.0151,4.0894,-4.0894,-1.4038
25314.0,0.0256,0.0007,1.0101,4.0283,-4.2725,-1.5869
25324.0,0.025,0.0172,1.0126,3.9673,-4.2114,-1.77
25334.0,0.0212,0.0131,1.0118,4.0894,-4.0894,-1.77
25343.0,0.0198,0.0164,1.0107,4.0283,-4.0894,-1.8311
25353.0,0.0249,0.0187,1.0106,3.9673,-4.0894,-1.4038
25363.0,0.0267,0.0156,1.0116,4.0283,-4.0894,-1.4038
25372.0,0.0288,0.017,1.012,4.0283,-4.1504,-1.77
25382.0,0.0198,0.0193,1.0131,4.0894,-4.0283,-2.0142
25392.0,0.0217,0.0126,1.012,3.9062,-4.0283,-2.8687
25401.0,0.0309,0.0321,1.0138,3.8452,-4.0283,-3.7842
25411.0,0.0306,0.0322,1.012,3.9062,-4.0894,-4.4556
25421.0,0.0288,0.0311,1.0111,3.9673,-4.1504,-4.3945
25431.0,0.0289,0.0187,1.0094,3.8452,-4.0894,-4.2114
25440.0,0.0314,0.0098,1.0104,3.9062,-4.1504,-3.9062
25450.0,0.0267,0.0211,1.0105,3.9062,-4.2114,-3.2959
25460.0,0.0287,0.0217,1.0133,4.0283,-4.1504,-2.8076
25470.0,0.0291,0.0129,1.0129,3.8452,-4.2114,-2.5024
25479.0,0.0267,0.0005,1.0088,3.9673,-4.0894,-2.1973
25489.0,0.0237,0.0166,1.0117,4.0283,-4.1504,-2.4414
25499.0,0.0244,0.0024,1.0114,4.0283,-4.3335,-3.418
25508.0,0.0186,0.0042,1.0116,3.9062,-4.1504,-3.418
25518.0,0.0251,0.0116,1.0096,3.9062,-4.2114,-3.7231
25528.0,0.0258,0.0067,1.0096,3.9062,-4.2114,-3.8452
25538.0,0.0236,0.0115,1.0095,3.9673,-4.1504,-3.479
25547.0,0.0265,0.0209,1.0133,3.9673,-4.1504,-2.5635
25557.0,0.031,0.0172,1.0132,4.0283,-4.2114,-1.8311
25567.0,0.0316,-0.0013,1.009,3.9673,-4.2114,-1.4038
25576.0,0.031,0.0164,1.0114,3.9062,-4.1504,-0.4272
25586.0,0.0327,0.0009,1.0095,4.0283,-4.2114,0.4272
25596.0,0.0284,0.0167,1.01,3.9673,-4.1504,0.061
25606.0,0.0239,0.0361,1.0114,3.9673,-4.1504,-0.9155
25615.0,0.0259,0.0347,1.0104,3.9673,-4.0894,-0.8545
25625.0,0.0229,0.0361,1.0114,3.9673,-4.1504,-1.1597
25635.0,0.0239,0.0483,1.0098,4.0894,-4.0283,-0.9155
25645.0,0.0255,0.0591,1.0104,4.0283,-3.9673,-1.0376
25654.0,0.0264,0.045,1.0105,3.9673,-4.0894,-1.5869
25664.0,0.0242,0.0192,1.0129,4.0283,-4.2114,-1.9531
25674.0,0.0256,0.0087,1.0107,4.0283,-4.2114,-2.0752
25683.0,0.0253,0.0059,1.0128,3.9673,-4.1504,-2.0752
25693.0,0.0254,0.0057,1.0114,4.0283,-4.1504,-2.1362
25703.0,0.0261,0.0057,1.0121,3.9673,-4.0894,-2.1973
25713.0,0.0262,0.0068,1.0117,4.0283,-4.1504,-2.1362
25722.0,0.0259,0.0039,1.0122,3.9062,-4.0894,-2.0752
25732.0,0.0251,0.0043,1.0126,4.0283,-4.2114,-2.1362
25742.0,0.0262,0.0039,1.0123,3.9062,-4.2114,-2.2583
25751.0,0.0265,0.0033,1.0123,3.7842,-4.2114,-2.1973
25761.0,0.0272,0.0051,1.0121,3.7842,-4.1504,-2.0752
25771.0,0.0269,0.0035,1.0121,3.9062,-4.2114,-2.1362
25781.0,0.0273,0.0046,1.0105,3.8452,-4.2114,-2.1973
25790.0,0.0275,0.0032,1.0106,3.9673,-4.1504,-2.1973
25800.0,0.0265,0.0043,1.0114,3.9673,-4.1504,-2.1362
25810.0,0.027,0.0035,1.0117,4.0283,-4.2114,-2.1973
25820.0,0.0259,0.0045,1.011,3.9673,-4.2725,-2.1973
25829.0,0.0251,0.0046,1.0118,3.9062,-4.2114,-2.2583
25839.0,0.0262,0.0046,1.0116,3.9062,-4.2725,-2.2583
25849.0,0.0253,0.0049,1.0117,3.8452,-4.1504,-2.1362
25859.0,0.0256,0.0044,1.0111,3.9673,-4.2114,-2.0752
25868.0,0.0251,0.0046,1.0103,3.9062,-4.0894,-2.1973
25878.0,0.0258,0.0057,1.0118,3.9062,-4.0894,-2.1362
25887.0,0.0248,0.0051,1.0116,4.0283,-4.2114,-2.0752
25897.0,0.0254,0.0059,1.0125,3.9062,-4.1504,-2.0752
25907.0,0.0259,0.0052,1.0112,3.9062,-4.1504,-2.0142
25917.0,0.026,0.0042,1.011,3.9673,-4.2114,-2.0142
25926.0,0.0272,0.0051,1.0103,3.9062,-4.0894,-2.0752
25936.0,0.0256,0.004,1.0121,3.9062,-4.1504,-2.0752
25946.0,0.0256,0.0048,1.01,3.9062,-4.1504,-2.2583
25955.0,0.0273,0.005,1.0104,3.9673,-4.0894,-2.1362
25965.0,0.0271,0.0031,1.012,4.0894,-4.2725,-2.1973
25975.0,0.0276,0.0038,1.0125,3.9673,-4.2114,-2.1973
25984.0,0.0275,0.0046,1.0109,3.9062,-4.0283,-2.1362
25994.0,0.0269,0.0037,1.0114,3.8452,-4.1504,-2.0142
26004.0,0.026,0.0037,1.0114,3.9673,-4.2725,-2.0752
26014.0,0.026,0.0046,1.0109,3.9673,-4.2725,-2.1973
26023.0,0.0265,0.0049,1.0116,3.9062,-4.2114,-2.1362
26033.0,0.0254,0.005,1.012,3.7842,-4.0894,-2.1362
26043.0,0.0247,0.004,1.012,3.8452,-4.1504,-2.1973
26053.0,0.0242,0.0029,1.0107,3.9673,-4.1504,-2.2583
26062.0,0.0242,0.0037,1.0116,3.9062,-4.2114,-2.2583
26072.0,0.0248,0.0042,1.0123,3.9673,-4.2114,-2.2583
26082.0,0.0249,0.0043,1.0127,4.0283,-4.2725,-2.2583
26092.0,0.0256,0.0061,1.011,3.9062,-4.2114,-2.1973
26101.0,0.026,0.0045,1.0103,4.0283,-4.2114,-2.1362
26111.0,0.0258,0.005,1.0116,3.9062,-4.1504,-2.1362
26121.0,0.0253,0.0049,1.0123,3.9062,-4.2114,-2.1362
26130.0,0.0272,0.0039,1.0112,3.9673,-4.1504,-2.1973
26140.0,0.0265,0.0054,1.0116,4.0283,-4.2114,-2.1362
26150.0,0.026,0.0049,1.0115,3.9062,-4.2114,-2.0142
26160.0,0.0258,0.0049,1.0122,3.9062,-4.0283,-2.0142
26169.0,0.0273,0.0045,1.011,3.9673,-4.1504,-2.2583
26179.0,0.0262,0.0051,1.0106,4.0283,-4.2725,-2.1973
26189.0,0.0265,0.0043,1.012,3.9062,-4.1504,-2.1973
26199.0,0.0259,0.0039,1.0107,3.9062,-4.2114,-2.1973
26208.0,0.0253,0.0043,1.011,3.9673,-4.1504,-2.2583
26218.0,0.0261,0.0032,1.0134,3.9673,-4.1504,-2.3193
26227.0,0.0251,0.0039,1.0114,3.9062,-4.2114,-2.2583
26237.0,0.0254,0.0043,1.0122,4.0283,-4.2114,-2.2583
26247.0,0.0255,0.0045,1.0115,4.1504,-4.2725,-2.3193
26257.0,0.0253,0.0043,1.0109,3.9673,-4.1504,-2.2583
26266.0,0.0253,0.0052,1.0123,3.9673,-4.2114,-2.2583
26276.0,0.0262,0.0059,1.0105,3.9062,-4.2114,-2.3193
26286.0,0.0249,0.0056,1.011,3.8452,-4.1504,-2.1362
26296.0,0.0267,0.0042,1.0128,3.9062,-4.1504,-2.1362
26305.0,0.0259,0.0046,1.012,3.9062,-4.2114,-2.0752
26315.0,0.0261,0.0054,1.0107,3.9673,-4.2725,-2.1362
26325.0,0.0266,0.005,1.0109,3.9673,-4.2114,-2.1362
26335.0,0.0256,0.0054,1.0128,3.9673,-4.2114,-2.1362
26344.0,0.0255,0.0048,1.0117,3.9673,-4.2114,-2.2583
26354.0,0.0269,0.0044,1.0125,3.9062,-4.2114,-2.1973
26364.0,0.0266,0.0048,1.0121,3.9062,-4.2114,-2.1973
26373.0,0.0269,0.0054,1.0126,3.9673,-4.2114,-2.1362
26383.0,0.0262,0.0043,1.0118,3.9062,-4.2114,-2.1362
26393.0,0.0273,0.0044,1.0111,3.9673,-4.2114,-2.2583
26402.0,0.0276,0.0035,1.0115,3.9062,-4.3335,-2.1362
26412.0,0.0276,0.004,1.0107,3.9062,-4.2114,-2.1973
26422.0,0.0266,0.0045,1.0109,4.0894,-4.2114,-2.1973
26431.0,0.0251,0.0043,1.0118,3.9673,-4.2114,-2.1973
26442.0,0.0253,0.0035,1.0101,3.9062,-4.0894,-2.1362
26451.0,0.0258,0.0045,1.0117,3.9673,-4.0894,-2.1362
26461.0,0.025,0.0049,1.0121,3.9062,-4.0283,-2.1362
26471.0,0.0264,0.0054,1.011,3.9062,-4.1504,-2.1362
26480.0,0.0251,0.0046,1.0127,3.9673,-4.1504,-2.1362
26490.0,0.0247,0.0051,1.0115,3.9062,-4.1504,-2.1362
26500.0,0.0251,0.0048,1.0115,3.8452,-4.2114,-2.1973
26510.0,0.0253,0.0055,1.0117,3.9062,-4.3335,-2.1973
26519.0,0.0262,0.0044,1.0118,3.7842,-4.2725,-2.1362
26529.0,0.017,-0.0029,1.0123,3.9673,-4.3335,-2.1973
26539.0,-0.2051,-0.0205,1.021,3.7842,-4.2725,-3.3569
26548.0,0.1205,0.0316,1.0042,3.7842,-4.6387,-2.6855
26558.0,-0.0319,-0.009,1.0135,3.9673,-4.1504,-0.3662
26568.0,-0.0021,0.006,1.0129,4.0894,-3.9062,-0.4272
26577.0,0.0012,-0.0006,1.0125,3.9673,-3.9673,-0.3052
26587.0,0.009,0.0116,1.0139,4.0283,-4.1504,-1.0376
26597.0,0.0055,0.0084,1.0133,4.0283,-4.1504,-1.3428
26607.0,-0.0024,0.0095,1.0104,4.0283,-4.1504,-1.8311
26616.0,-0.0121,0.0114,1.0107,3.9062,-4.2725,-2.3193
